NUMERO,PERGUNTA,RESP1,RESP2,RESP3,RESP4,CERTA,TIPO,FLAG,JA_FOI,MATERIA
2716,"NO SERIADO ""UM MALUCO NO PEDAÇO"", QUEM É O ATOR PRINCIPAL?","CLINT EASTWOOD","SEAN CONNERY","WILL SMITH","EDDIE MURPHY","3","B",,"N","V"
2739,"O GALO É O MASCOTE DE QUAL TIME DE FUTEBOL BRASILEIRO?","BAHIA","FLUMINENSE","ATLÉTICO MINEIRO","ATLÉTICO PARANAENSE","3","B",,"N","V"
2738,"O EMPREGO DE VIOLÊNCIA E AMEAÇAS EM BUSCA DE UM FIM IDEOLÓGICO CHAMA-SE:","EXTRADIÇÃO","ANACRONISMO","GALVANISMO","TERRORISMO","4","B",,"N","V"
2737,"O CURSO SUPERIOR DE UM ""PERSONAL TRAINER"" É...","EDUCAÇÃO FÍSICA","MEDICINA","INFORMÁTICA","ODONTOLOGIA","1","B",,"N","V"
2736,"O CHEFE DO PODER EXECUTIVO FEDERAL É O:","SENADOR","JUIZ","VEREADOR","PRESIDENTE","4","B",,"N","V"
2735,"O BAILARINO MIKHAIL BARISHNIKOV É DE ORIGEM...","RUSSA","BELGA","ROMENA","FRANCESA","1","B",,"N","V"
2734,"MATERIAL BÉLICO REFERE-SE A:","TELEFONE","GUERRA","MEDICAMENTO","BELEZA","2","B",,"N","V"
2724,"NUMA PERÍCIA, QUAL É O DOCUMENTO FEITO PELO PERITO?","LAUDO","LENDA","RECEITA","CORRENTE","1","B",,"N","V"
2732,"O SALTO DAS SETE QUEDAS FOI SUBMERSO PELAS ÁGUAS DE QUAL REPRESA?","PAULO AFONSO","ITAIPU","TUCURUÍ","TRÊS MARIAS","2","B",,"N","V"
2741,"NO JOGO DE XADREZ, QUANTAS PEÇAS CADA JOGADOR DISPÕE?","14","22","16","18","3","B",,"N","V"
2730,"NO FUTEBOL, QUAL LANCE É COBRADO COM AS MÃOS PELOS JOGADORES, SEM CONTAR O GOLEIRO?","PÊNALTI","ESCANTEIO","BICICLETA","LATERAL","4","B",,"N","V"
2729,"NO FUTEBOL, O GOL OLÍMPICO É FEITO NUMA COBRANÇA DE:","TIRO DE META","CABEÇA","ESCANTEIO","PÊNALTI","3","B",,"N","V"
2728,"NO FILME O REI LEÃO, QUAL É O MELHOR AMIGO DE PUMBA?","SIMÃO","TIGRÃO","JOÃO","TIMÃO","4","B",,"N","V"
2727,"MISTER MAGOO TEM DEFICIÊNCIA EM QUE PARTE DO CORPO?","NO PALADAR","NA AUDIÇÃO","NA FALA","NA VISÃO","4","B",,"N","V"
2726,"NO FILME ""A HISTÓRIA SEM FIM"", O MENINO VOA SOBRE QUAL ANIMAL?","ARARA","TARTARUGA","CACHORRO","DRAGÃO","4","B",,"N","V"
2785,"NO BASQUETE, ATÉ QUANTOS PONTOS PODE VALER UMA CESTA?","UM","QUATRO","TRÊS","DOIS","3","B",,"N","V"
2714,"QUAL DESTES INSTRUMENTOS NÃO É COMUM NUM GRUPO DE ROCK?","GUITARRA","BAIXO","GAITA DE FOLES","BATERIA","3","B",,"N","V"
2761,"O QUE SIGNIFICA UM CARRO 4X4 ?","QUATRO PORTAS","MOTOR 4.0","ESPAÇO PARA 4 PASSAGEIROS","TRAÇÃO NAS QUATRO RODAS","4","B",,"N","V"
2829,"QUAL É A ÁREA EM DIREITO QUE ESTÁ DIRECIONADA ÀS RELAÇÕES FAMILIARES?","CIVIL","PENAL","JUDICIÁRIO","COMERCIAL","1","B",,"N","V"
2828,"QUAL DOS SEGUINTES PAÍSES NÃO É CONSIDERADO UM TIGRE ASIÁTICO?","CINGAPURA","FORMOSA","AUSTRÁLIA","CORÉIA DO SUL","3","B",,"N","V"
2827,"QUAL DOS ELEMENTOS ABAIXO FORNECE ENERGIA ELÉTRICA AO SISTEMA DE IGNIÇÃO?","CALIBRADOR","URTIGÃO","CARBURADOR","FILTRO DE AR","2","B",,"N","V"
2826,"QUAL DOS ANIMAIS ABAIXO NÃO TEM CHIFRE?","VEADO","VACA","ZEBRA","RINOCERONTE","3","B",,"N","V"
2825,"QUAL DISCIPLINA É RESPONSÁVEL PELO ESTUDO DA DIVINDADE?","GEOGRAFIA","QUÍMICA","TEOLOGIA","FÍSICA","3","B",,"N","V"
2824,"QUAL É A CARTA DE MAIOR VALOR NO TRUCO?","ZAPE","SETE DE COPAS","SETE DE OUROS","ESPADILHA","1","B",,"N","V"
2823,"QUAL DESTES MÚSICOS É SAXOFONISTA?","KENNY G","ERIC CLAPTON","JIMMY HENDRIX","CAETANO VELOSO","1","B",,"N","V"
2813,"QUAL É A COR DA ESTOLA USADA PELOS PADRES DURANTE A QUARESMA?","ROXA","AZUL","BEGE","CINZA","1","B",,"N","V"
2821,"QUAL DESTES FOI UM ESCULTOR FRANCÊS?","NAPOLEÃO BONAPARTE","JACQUES COUSTEAU","ALAIN PROUST","AUGUSTE RODIN","4","B",,"N","V"
2830,"QUAL DESTES CARTÕES POSTAIS SE LOCALIZA NO JAPÃO?","TORRE EIFFIEL","TORRE DE PIZZA","CRISTO REDENTOR","MONTE FUJI","4","B",,"N","V"
2819,"QUAL DESTES ANIMAIS É SÍMBOLO DE FORÇA E DIGNIDADE?","ÁGUIA","CORUJA","POMBA","CEGONHA","1","B",,"N","V"
2818,"QUAL DESTAS PALAVRAS NÃO CORRESPONDE A UMA FLOR?","PEÚGA","ORQUÍDEA","PRÍMULA","MARGARIDA","1","B",,"N","V"
2817,"QUAL DESTAS LETRAS NÃO REPRESENTA UMA CARTA DO BARALHO COMUM DE 52 CARTAS?","K","A","V","J","3","B",,"N","V"
2816,"QUAL DESTAS É UMA MEDIDA AGRÁRIA?","MOL","CELSIOS","ACRE","JOULE","3","B",,"N","V"
2815,"QUAL DESTAS É UMA LUTA JAPONESA?","CAPOEIRA","KUNG FU","SUMÔ","BOXE","3","B",,"N","V"
2838,"QUAL DIA DO ANO É DEDICADO A SÃO SEBASTIÃO?","20 DE FEVEREIRO","20 DE OUTUBRO","20 DE JANEIRO","20 DE NOVEMBRO","3","B",,"N","V"
2820,"QUAL É A ORIGEM DO KUNG FU?","CHINESA","POLONESA","JAPONESA","ALEMÃ","1","B",,"N","V"
2822,"QUAL É A SIGLA DO CONTIGENTE MILITAR BRASILEIRO PARTICIPANTE DA 2ª GUERRA MUNDIAL?","FMB","FEB","FMI","FAP","2","B",,"N","V"
2847,"QUAL É A SIGLA DO CONSELHO REGIONAL DE CORRETORES DE IMÓVEIS?","CRB","CRECI","CUT","CREA","2","B",,"N","V"
2846,"QUAL É A RESPONSABILIDADE DO PODER JUDICIÁRIO?","FISCALIZAR O GOVERNO","ELABORAR AS LEIS","ADMINISTRAR O GOVERNO","APLICAR AS LEIS","4","B",,"N","V"
2845,"QUAL É A PRINCIPAL FINALIDADE DO CÓDIGO MORSE?","PROTEGER","IRRITAR","COMUNICAR","JULGAR","3","B",,"N","V"
2844,"QUAL É A PLANTA DO CHIMARRÃO?","ERVA-MATE","CAMOMILA","CAPIM SANTO","ERVA CIDREIRA","1","B",,"N","V"
2843,"QUAL É A ATIVIDADE ILÍCITA QUE SURGIU NA SICÍLIA?","MÁFIA","FMI","FBI","FAA","1","B",,"N","V"
2842,"QUAL É A PARTE DO BOI QUE RECEBE O NOME DE UM INSETO?","LAGARTO","CUPIM","ALCATRA","PATINHO","2","B",,"N","V"
2841,"QUAL DESSES NÃO É UM MATERIAL HIDRÁULICO?","TURÍBULO","CANO","TORNEIRA","PIA","1","B",,"N","V"
2831,"QUAL É A ORIGEM DAS PALAVRAS TOALETE E PENHOAR?","ESPANHOLA","INGLESA","HOLANDESA","FRANCESA","4","B",,"N","V"
2839,"QUAL É A ORIGEM DA PALAVRA ESCARGÔ?","ESCOCESA","AMERICANA","FRANCESA","INGLESA","3","B",,"N","V"
2848,"QUAL É A NACIONALIDADE DA CANTORA MERCEDES SOSA?","URUGUAIA","ARGENTINA","ESPANHOLA","PERUANA","2","B",,"N","V"
2837,"QUAL É A MARCA INADMISSÍVEL EM UM DOCUMENTO OFICIAL?","CARIMBO","RASURA","ASSINATURA","PLASTIFICAÇÃO","2","B",,"N","V"
2836,"QUAL É A LÍNGUA OFICIAL NA GUATEMALA?","ESPANHOL","INGLÊS","ALEMÃO","PORTUGUÊS","1","B",,"N","V"
2834,"QUAL É A COR DA NOTA DE CINCO REAIS?","VERDE","MARRON","AMARELA","VIOLETA","4","B",,"N","V"
2833,"QUAL É A PLANTA ANUAL, GRAMÍNEA QUE INFESTA O TRIGAL?","CIDREIRA","JOIO","HORTALIÇA","BOLDO","2","B",,"N","V"
2811,"PASSAR PROPRIEDADES PÚBLICAS A ENTIDADES DE SETOR PRIVADO É CHAMADO DE:","LIQUIDAÇÃO","PROMOÇÃO","VAREJÃO","PRIVATIZAÇÃO","4","B",,"N","V"
2840,"QUAL ARTE MARCIAL ERA PRATICADA POR BRUCE-LEE, EM SEUS FILMES?","KUNG-FU","JUDÔ","CAPOEIRA","BOXE","1","B",,"N","V"
2814,"QUAL É A RAÇA DO CÃO PERSONAGEM PRINCIPAL DO FILME ""BEETHOVEN""?","FILA","PASTOR-ALEMÃO","POODLE","SÃO BERNARDO","4","B",,"N","V"
2793,"QUAL CIDADE CUJA VIDA DEPENDE DE OUTRA CIDADE PRÓXIMA E MAIS DESENVOLVIDA?","CIDADE-SATÉLITE","CIDADE-ESTADO","CIDADE LACUSTRE","CIDADE HISTÓRICA","1","B",,"N","V"
2792,"QUAL ÁRVORE NÃO É TÍPICA DO BRASIL?","PAINEIRA","IPÊ","FLAMBOYANT","PAU-BRASIL","3","B",,"N","V"
2791,"QUAIS PAÍSES SÃO TRICAMPEÕES MUNDIAIS DE FUTEBOL?","ITÁLIA E ALEMANHA","URUGUAI E ARGENTINA","BRASIL E FRANÇA","INGLATERRA E HOLANDA","1","B",,"N","V"
2790,"POPULARMENTE, COMO É CHAMADO UM GUARDIÃO DE BARES E BOATES?","LEÃO-MARINHO","LEÃO-DE-CHÁCARA","LEÃO-DO-MAR","LEÃO-ALADO","2","B",,"N","V"
2789,"QUAL DESSES PAÍSES NUNCA SEDIOU UMA COPA DO MUNDO?","ESTADOS UNIDOS","FRANÇA","CHINA","ALEMANHA","3","B",,"N","V"
2788,"PERI E CECI SÃO PERSONAGENS DE QUAL OBRA ROMÂNTICA?","A VIUVINHA","O ATENEU","O GUARANI","SENHORA","3","B",,"N","V"
2778,"QUAL CAPITAL POSSUI O NOME DE UMA FRUTA?","UVA","LIMA","LIMÃO","LARANJA","2","B",,"N","V"
2786,"PARA O CINEMA, A FUNÇÃO DO FIGURINISTA É DESENHAR:","EMBALAGENS","CARROS","CARTAZES","FIGURINOS","4","B",,"N","V"
2794,"OS SETE PECADOS CAPITAIS SÃO: AVAREZA, GULA, INVEJA, IRA, LUXÚRIA, ORGULHO E...","EGOÍSMO","SIMPATIA","PREGUIÇA","TRABALHO","3","B",,"N","V"
2784,"OPERÁRIO QUE CALÇA AS RUAS É?","CALCETEIRO","CALÇADEIRO","CALCEIRO","CAUCEIRO","1","B",,"N","V"
2783,"ONDE É QUE SE PRATICA ALPINISMO?","MAR","MONTANHA","RIO","PRAIA","2","B",,"N","V"
2782,"O TERMO ""AMIGO-DA-ONÇA"" É UTILIZADO PARA DESIGNAR:","GRANDE AMIGO","AMIGO DISTANTE","FALSO AMIGO","AMIGO SINCERO","3","B",,"N","V"
2781,"O SUPREMO TRIBUNAL FEDERAL É ORGÃO DE QUAL PODER?","MODERADOR","JUDICIÁRIO","LEGISLATIVO","EXECUTIVO","2","B",,"N","V"
2780,"DEPRECIAÇÃO SIGNIFICA:","REBAIXAR O VALOR","AUMENTAR O VALOR","MULTIPLICAR O VALOR","MANTER O VALOR","1","B",,"N","V"
2779,"PEROBA É UMA ESPÉCIE DE QUÊ?","INSETO","ÁRVORE","VERME","VERDURA","2","B",,"N","V"
2802,"QUAL DESSAS BANDAS DE ROCK PESADO É DE ORIGEM BRASILEIRA?","METALLICA","SEPULTURA","BUSH","BAD RELIGION","2","B",,"N","V"
2804,"O RETRATO HUMORÍSTICO DE UMA PESSOA É CHAMADO DE:","CARICATURA","ABREVIATURA","ESCRITURA","LICENCIATURA","1","B",,"N","V"
2787,"QUAL DESSES MÚSICOS FEZ PARTE DOS BEATLES?","ELTON JOHN","MICHAEL JACKSON","GEORGE HARRISON","ERIC CLAPTON","3","B",,"N","V"
2810,"QUAL DESSES MODELOS DE AVIÃO TAMBÉM É CONHECIDO COMO JUMBO?","ULTRALEVE","AEROMODELO","CAÇA","BOEING 747","4","B",,"N","V"
2809,"QUAL DESSES LOCAIS É ADMINISTRADO PELA INFRAERO?","ESTAÇÃO FERROVÍARIA","RODOVIÁRIA","AEROPORTO","CAIS DO PORTO","3","B",,"N","V"
2808,"QUAL DESSES ESPORTES REQUER TACO E BOLA?","BASQUETE","MONTANHISMO","VÔLEI","GOLFE","4","B",,"N","V"
2807,"QUAL DESSES ESPORTES NÃO UTILIZA TACO?","BEISEBOL","HÓQUEI","FUTEBOL","GOLFE","3","B",,"N","V"
2806,"QUAL DESSES ESPORTES É PRATICADO SOBRE UMA PRANCHA COM RODINHAS?","SKATE","HÓQUEI","SURF","PÓLO","1","B",,"N","V"
2805,"QUAL ATRIZ PROTAGONIZOU O FILME ""EU, TU, ELES""?","VERA FISHER","REGINA CASÉ","MARIETA SEVERO","EVA VILMA","2","B",,"N","V"
2795,"QUAL DESSES É UM ESTILO DE NATAÇÃO?","ABELHA","GAFANHOTO","BORBOLETA","VENEZIANA","3","B",,"N","V"
2803,"QUAL BANCO AUTORIZA IMPRIMIR PAPEL MOEDA NO BRASIL?","BANCO DO BRASIL","CAIXA ECONÔMICA","CASA DA MOEDA","BANCO CENTRAL","4","B",,"N","V"
2812,"QUAL DESENHO PROJETA HORIZONTALMENTE UMA CONSTRUÇÃO OU TERRENO?","CROQUI","MOSTRUÁRIO","RADIOGRAFIA","PLANTA","4","B",,"N","V"
2801,"QUAL DAS ANDADURAS DO CAVALO É MAIS RÁPIDA?","GALOPE","MARCHA","TROTE","PASSO","1","B",,"N","V"
2800,"QUAL DAS ALTERNATIVAS NÃO CORRESPONDE A UM DOS PECADOS CAPITAIS?","AVAREZA","GULA","ORGULHO","PRAZER","4","B",,"N","V"
2799,"QUAL DAS ALTERNATIVAS ABAIXO, NÃO CORRESPONDE Á UMA PEDRA PRECIOSA?","RUBI","BAUXITA","SAFIRA","ESMERALDA","2","B",,"N","V"
2798,"QUAL CONSTRUÇÃO PERMITE DAR PASSAGEM A AVENIDAS SOBRE ALGUMA DEPRESSÃO?","VIADUTO","ALAMEDA","TÚNEL","PRAÇA","1","B",,"N","V"
2797,"QUAL CIDADE BRASILEIRA É UMA DAS MAIORES PRODUTORAS DE FLORES?","BELO HORIZONTE","HOLAMBRA","BLUMENAU","CAMPINAS","2","B",,"N","V"
2796,"QUAL DESSES NÃO FAZ PARTE DE UM COMPUTADOR?","PROCESSADOR","CARBURADOR","MEMÓRIA","DISCO RÍGIDO","2","B",,"N","V"
2690,"QUAL DESSES ESPORTES É FLUVIAL?","CRÍQUETE","CANOAGEM","FUTEBOL","TÊNIS","2","B",,"N","V"
2583,"A LIGAÇÃO AMOROSA SEM APROXIMAÇÃO FÍSICA RECEBE O NOME DE:","AMOR LIVRE","AMOR PLATÔNICO","AMOR CORRESPONDIDO","AMOR-PERFEITO","2","B",,"N","V"
2725,"FAZER VIBRAR COM OS DEDOS É O MESMO QUE:","DEDILAR","DEDAR","DEFINHAR","DEDILHAR","4","B",,"N","V"
2615,"A QUEM ROBERTO CARLOS DEDICOU A MÚSICA ""DEBAIXO DOS CARACÓIS DOS SEUS CABELOS""?","TOM JOBIM","CAETANO VELOSO","ERASMO CARLOS","FÁBIO JR.","2","B",,"N","V"
2614,"A QUAL PAÍS PERTENCE O TIME DE FUTEBOL ""FIORENTINA""?","ITÁLIA","FRANÇA","SUÍÇA","ALEMANHA","1","B",,"N","V"
2613,"A PROVA EM EQUIPE NA QUAL CADA ATLETA PERCORRE UM TRECHO SE CHAMA:","SINCRONIZADO","BORBOLETA","REVEZAMENTO","MARIPOSA","3","B",,"N","V"
2612,"A PINHA É UM TIPO DE:","TECIDO","FLOR","ROCHA","FRUTO","4","B",,"N","V"
2611,"A PESSOA QUE SUBSTITUI PROVISORIAMENTE A FALTA DE UM FUNCIONÁRIO EFETIVO CHAMA-SE:","PRÓDIGO","INTRUSIVO","PROLIXO","INTERINO","4","B",,"N","V"
2610,"A SUDENE FOI CRIADA PARA PROMOVER O CRESCIMENTO ECONÔMICO DE QUAL REGIÃO?","SUDESTE","CENTRO-OESTE","SUL","NORDESTE","4","B",,"N","V"
2600,"A MAGISTRATURA É COMPOSTA POR?","JUÍZES","PROFESSORES","MÁGICOS","FÍSICOS","1","B",,"N","V"
2608,"A TRANSMISSÃO DE PENSAMENTO ENTRE DUAS OU MAIS PESSOAS É CHAMADA DE:","SIMPATIA","APATIA","TELEPATIA","ANTIPATIA","3","B",,"N","V"
2617,"A INTERRUPÇÃO DO CURSO DE UM RIO PARA ACUMULAÇÃO DE SUAS ÁGUAS É CHAMADA DE:","ESTUÁRIO","DELTA","FOZ","REPRESA","4","B",,"N","V"
2606,"A GREENPEACE É UM MOVIMENTO:","GUERRILHEIRO","AMBIENTALISTA","MÚSICO","POÉTICO","2","B",,"N","V"
2605,"A FRASE ""ESTOU FAMINTO!"" É:","IMPERATIVA","INTERROGATIVA","NEGATIVA","EXCLAMATIVA","4","B",,"N","V"
2604,"A COR AMARELA DOS ANÉIS OLÍMPICOS REPRESENTA QUAL CONTINENTE?","EUROPA","OCEANIA","ÁSIA","AMÉRICA","3","B",,"N","V"
2603,"A CARABINA É UM TIPO DE:","OSSO","PLANTA","ARMA","PÁSSARO","3","B",,"N","V"
2602,"A ARTE MILITAR DE MANOBRAR TROPAS É CHAMADA DE:","BALANÇO","MEDIDA","ESTRATÉGIA","TREINO","3","B",,"N","V"
2625,"DO QUE A LAGARTIXA SE ALIMENTA?","GATOS","COBRAS","INSETOS","RATOS","3","B",,"N","V"
2607,"A PACA É...","PEIXE","MAMÍFERO","RÉPTIL","ANFÍBIO","2","B",,"N","V"
2609,"ALÉM DA EMA, QUAL DESSAS OUTRAS AVES NÃO VOA?","CANÁRIO","BEIJA-FLOR","PINGÜIM","PAPAGAIO","3","B",,"N","V"
2634,"BABAÇU E CARNAÚBA SÃO TIPOS DE:","VERDURAS","PALMEIRAS","PEDRAS","HORTALIÇAS","2","B",,"N","V"
2633,"ÁVIDO É O MESMO QUE:","RELAXADO","ANSIOSO","SOSSEGADO","MANHOSO","2","B",,"N","V"
2632,"ÁUREO É RELATIVO A QUE?","ALVO","RUBRO","OURO","PRATA","3","B",,"N","V"
2631,"ATLÉTICO E CRUZEIRO SÃO DOIS TIMES DE FUTEBOL DE QUAL ESTADO?","RIO DE JANEIRO","RIO GRANDE DO SUL","MINAS GERAIS","ESPÍRITO SANTO","3","B",,"N","V"
2630,"ATHOS, PHORTOS E ARAMIS SÃO OS NOMES DE QUEM?","OS TRÊS PATETAS","OS TRÊS REIS MAGOS","OS TRÊS MOSQUETEIROS","OS TRÊS PORQUINHOS","3","B",,"N","V"
2629,"AQUILO QUE TEM DOIS FOCOS É CHAMADO DE:","MONOFONE","BILATERAL","BIFOCAL","DIFONIA","3","B",,"N","V"
2628,"A SALAMANDRA É...","UM ANFÍBIO","UMA PLANTA","UMA AVE","UM FUNGO","1","B",,"N","V"
2618,"ALGUÉM QUE DESCONHECE DETERMINADO ASSUNTO É CHAMADO DE:","GÊNIO","SÁBIO","PERITO","LEIGO","4","B",,"N","V"
2626,"CANCREJO É O MESMO QUE:","CIDADE","CARANGUEJO","CRENÇA","DANÇA","2","B",,"N","V"
2635,"ALADO É REFERENTE A QUÊ?","VÁRIOS LADOS","MUITA ALTURA","MUITA ÁGUA","ASAS","4","B",,"N","V"
2624,"AIKIDÔ, KENDÔ E SUMÔ SÃO:","BEBIDAS","LUTAS","PLANTAS","PEIXES","2","B",,"N","V"
2623,"AGRAFIA É A PERDA DA CAPACIDADE DE:","ESCREVER","BRINCAR","CANTAR","COMER","1","B",,"N","V"
2622,"AGATHA CHRISTIE É TAMBÉM CHAMADA DE QUÊ?","A RAINHA DO CRIME"," A GRANDE DETETIVE","A DAMA DO CRIME","A EXTRAORDINÁRIA INVESTIGADORA","1","B",,"N","V"
2621,"ACELINO DE FREITAS PRATICA QUAL ESPORTE?","FUTEBOL","NATAÇÃO","KUNG-FU","BOXE","4","B",,"N","V"
2620,"A VODCA É UMA BEBIDA DE ORIGEM:","BRASILEIRA","ITALIANA","JAPONESA","RUSSA","4","B",,"N","V"
2598,"A TROPA MILITAR MONTADA É A:","PONTARIA","TROPARIA","CAVALARIA","MONTARIA","3","B",,"N","V"
2627,"AQUELE A QUEM SE DEVE DINHEIRO É CHAMADO DE?","CREDOR","CORRETOR","CRIADOR","CORREDOR","1","B",,"N","V"
2601,"O HOMEM É UM ANIMAL RACIONAL. ESTA FRASE É:","AFIRMATIVA","NEGATIVA","INTERROGATIVA","EXCLAMATIVA","1","B",,"N","V"
2580,"QUAL É O ALIMENTO QUE O PATETA COME PARA SE TRANSFORMAR NO SUPERPATETA?","BALA DE GOMA","AMENDOIM","CHICLETE","ESPINAFRE","2","B",,"N","V"
2579,"QUAL É A 3ª NOTA MUSICAL DA CLAVE DE SOL?","MI","RÉ","SOL","LÁ","1","B",,"N","V"
2578,"QUAL DESTES GRUPOS NUNCA SE APRESENTOU NO BRASIL?","KISS","ROLLING STONES","BEATLES","QUEEN","3","B",,"N","V"
2577,"QUAL COMPONENTE DOS BEATLES COMPÔS ""IMAGINE""?","JOHN LENNON","PAUL MCCARTNEY","GEORGE HARRISON","RINGO STARR","1","B",,"N","V"
2576,"O QUE É UTILIZADO PARA A FABRICAÇÃO DO PAPEL?","SACAROSE","GLICOSE","OSMOSE","CELULOSE","4","B",,"N","V"
2575,"O LEMA ""TRABALHA E CONFIA"" É DA BANDEIRA DE QUAL ESTADO?","RIO GRANDE DO SUL","PERNAMBUCO","ESPÍRITO SANTO","RIO DE JANEIRO","3","B",,"N","V"
2565,"ONDE ESTÁ LOCALIZADO O CONHECIDO FAROL DE ""SANTO ANTÔNIO DA BARRA""?","ESPÍRITO SANTO","BAHIA","RIO DE JANEIRO","SÃO PAULO","2","B",,"N","V"
2573,"EM QUAL PAÍS FICA A SEDE DO COMITÊ OLÍMPICO INTERNACIONAL?","SUÍÇA","JAPÃO","ESTADOS UNIDOS","ÁFRICA","1","B",,"N","V"
2581," O QUE SE FABRICA EM UMA OLEARIA?","CANETA","ÓLEO","VIDRO","CERÂMICA","2","B",,"N","V"
2571,"EM FRANCÊS, A PALAVRA ""MONSIEUR"" SIGNIFICA:","GAROTA","SENHOR","SENHORA","SENHORITA","2","B",,"N","V"
2570,"COMO SE DIZ ""FALAR"" EM ESPANHOL?","FALLAR","TECLAR","HABLAR","FALHAR","3","B",,"N","V"
2569,"SEGUNDO OS GREGOS, O QUE A CORUJA SIMBOLIZA?","SABEDORIA","FERTILIDADE","CORAGEM","RESISTÊNCIA","1","B",,"N","V"
2568,"SAPOTI É O APELIDO DE QUAL CANTORA?","ALCIONE","MARIA BETÂNIA","ELZA SOARES","ÂNGELA MARIA","4","B",,"N","V"
2567,"QUEM FOI O PROTAGONISTA DO FILME ""MISSÃO IMPOSSÍVEL II""?","BRAD PITT","MEL GIBSON","TOM CRUISE","HARRISON FORD","3","B",,"N","V"
2566,"NO DESENHO DO REI LEÃO, SIMBA É FILHO DE QUEM?","SCAR","MUFASA","TIMÃO","PUMBA","2","B",,"N","V"
2589,"QUE AUTOR ADAPTOU O LIVRO ""ÉRAMOS SEIS"" PARA A TV?","BENEDITO RUI BARBOSA","GILBERTO BRAGA","SÍLVIO DE ABREU","WALTER AVANCINI","3","B",,"N","V"
2591,"CANONIZAR É O MESMO QUE DECLARAR:","EXCLUSO","CULPADO","SANTO","PECADOR","3","B",,"N","V"
2574,"QUAL FOI O PRIMEIRO LONGA-METRAGEM SONORO DA HISTÓRIA DO CINEMA?","E O VENTO LEVOU","DANÇANDO NA CHUVA","O CANTOR DE JAZZ","O GORDO E O MAGRO","3","B",,"N","V"
2597,"QUAL FOI A PRIMEIRA MARCHA CARNAVALESCA BRASILEIRA FEITA POR CHIQUINHA GONZAGA?","LUA BRANCA","ABRE ALAS!","CORTA-JACA","ADELAIDE","2","B",,"N","V"
2596,"QUAL ERA O CAPITÃO QUE PERSEGUIA MOBY DICK?","PREGO","AHAB","PENA","GANCHO","2","B",,"N","V"
2595,"QUAL É O COMPRIMENTO DA PONTE RIO-NITERÓI?","13 KM","11 KM","20 KM","15 KM","1","B",,"N","V"
2594,"QUAL É A SANTA PADROEIRA DA CASTIDADE?","SANTA CLARA","SANTA RITA","SANTA LUZIA","SANTA INÊS","4","B",,"N","V"
2593,"POR QUE HÉRCULES TEVE QUE CUMPRIR SEUS 12 TRABALHOS?","PROVAR SUA DIVINDADE","ORDENS DO HÁDES","PAGAR UM PECADO","CONQUISTAR SUA AMADA","3","B",,"N","V"
2592,"ONDE NASCEU O CANTOR BETO BARBOSA?","GOIÁS","PARÁ","MATO GROSSO","RONDÔNIA","2","B",,"N","V"
2582,"QUEM FOI O CARICATURISTA CRIADOR DA TIRA CÔMICA ""MAFALDA""?","MIGUEL PAIVA","ANGELI","QUINO","WALT DISNEY","3","B",,"N","V"
2590,"COMO SE CHAMA A CONSTELAÇÃO QUE POSSUI A FORMA DE UMA CRUZ?","CRUZ-DE-MALTA","URSA MAIOR","TRÊS-MARIAS","CRUZEIRO DO SUL","4","B",,"N","V"
2599,"BOCA JUNIORS É UM CLUBE DE FUTEBOL DE QUAL PAÍS SUL-AMERICANO?","ARGENTINA","PARAGUAI","CHILE","URUGUAI","1","B",,"N","V"
2588,"COMO SE CHAMA O BASTÃO QUE O MAESTRO REGE A ORQUESTRA?","CAIAQUE","PENA","BARRETE","BATUTA","4","B",,"N","V"
2587,"COMO SE CHAMA A TUBULAÇÃO DESTINADA A CONDUZIR A GRANDES DISTÂNCIAS PRODUTOS GASOSOS?","GASODUTO","GASOGÊNIO","GASÔMETRO","GASGANETE","1","B",,"N","V"
2586,"COMO SE CHAMA A POLÍCIA METROPOLITANA DE LONDRES, NA INGLATERRA?","C I A","F B I","K G B","SCOTLAND YARD","4","B",,"N","V"
2585,"COMO SE CHAMA A PARTE GIRATÓRIA DOS MOTORES ELÉTRICOS?","RÓTULA","CIRANDA","CÔNCAVO","ROTOR","4","B",,"N","V"
2584,"COMO SE CHAMA A NAVE DO SERIADO ""JORNADA NAS ESTRELAS""?","JÚPITER","SATURNO","ENTERPRISE","EXPLORER","3","B",,"N","V"
2643,"COMO SE CHAMA O FRUTO DA DATILEIRA?","MAÇÃ","DATIL","PÊRA","UVA","2","B",,"N","V"
2572,"COMO SE CHAMA A CRIAÇÃO DE COELHOS?","CUNICULTURA","AVICULTURA","RANICULTURA","SERICICULTURA","1","B",,"N","V"
2619,"COMO SE CHAMA O LUGAR ONDE SE CRIAM COBRAS PARA ESTUDO?","COMICHÃO","COCHILO","SERPENTÁRIO","SERPENTINA","3","B",,"N","V"
2687,"COMO SE CHAMA A CENA TEATRAL REPRESENTADA POR UM ÚNICO ATOR QUE FALA SOZINHO?","DIÁLOGO","MONÓLOGO","SONÓLOGO","UNICÓLOGO","2","B",,"N","V"
2686,"COMO ERAM CHAMADOS OS REIS DO ANTIGO EGITO?","GENERAIS","FARAÓS","SENADORES","PRESIDENTES","2","B",,"N","V"
2685,"COMO É CLASSIFICADO O CARANGUEJO?","CRUSTÁCEO","MAMÍFERO","ANFÍBIO","ARACNÍDEO","1","B",,"N","V"
